EIN_value,Name,State,City,NTEE_Code,FormAndInfoAndMaterialsTxt,RecipientPersonNm,SubmissionDeadlinesTxt,RestrictionsOnAwardsTxt,OnlyContriToPreselectedInd,CurrentYearGrantAmount
943161402,Scaife Scholarship Foundation,CA,Oakland,,"PREPRINTED APPLICATION FORMS MUST BE COMPLETED & SUBMITTED WITH TRANSCRIPTS OF PUBLIC HIGH SCHOOL RECORDS, COLLEGE ENTRANCE EXAM SCORES AND STATEMENT OF FINANCIAL NEED.",CAL GILBERT,APPLICATIONS MUST BE SUBMITTED BY MARCH 15TH.,GRADUATE OF PUBLIC HIGH SCHOOL IN NORTHERN CALIFORNIA AND THE CHILD OF PARENTS BORN IN THE U.S.A.,no,
476812360,Juanita E Schmeeckle Charitable Tr,MN,Fairmont,T22,Paper applications should be submitted to Shirley Maschoff as provided above. Applications may also be submitted via www.schmeecklefoundation.org.,Shirley Maschoff,Please refer to www.schmeecklefoundation.org for submission deadlines.,"Grant awards are limited to organizations benefitting Martin County, Minnesota. Principal areas of funding include early childhood care and education, disabled and elderly, and the arts.",no,
436274479,Joseph W Martino Trust Ulwt,WI,Milwaukee,,PLEASE CONTACT THE ABOVE,CATHERINE WEISBROD,PLEASE CONTACT THE ABOVE,PLEASE CONTACT THE ABOVE,no,
46020729,Sarah G Mccarthy Memorial Foundation,TX,Dallas,,"LETTER FORM ADDRESSED TO BANK OF AMERICA C/O EMMA GREENE 100 FEDERAL STREET, BOSTON, MA 02110",BANK OF AMERICA CO EMMA GREENE,NONE,CHARITABLE ORGANIZATIONS IN PEABODY MA,no,
466962329,Dorothy Zimmerman Charitable Tr,NJ,Old Tappan,T90,A copy of Form 990 and materials describing your activities,Dorothy Zimmerman Trust CO Michael,October 31st,none,no,
270073151,Taylor Family Foundation Inc,NY,Gloversville,T22,"LETTER DESCRIBING ORGANIZATION & PROPOSED PROGRAM, FUNDING REQUESTED, AUDITED FINANCIAL STATEMENTS, CURRENT OPERATING BUDGET, DONOR & BOARD LISTS, IRS DETERMINATION LETTER, AFFILIATION WITH UNITED WAY, ETC.",TAYLOR FAMILY FOUNDATION,NONE,"GRANTS WILL BE MADE TO ORGANIZATIONS PRIMARILY, BUT NOT EXCLUSIVELY, IN THE ALBANY, NEW YORK AREA. THE AVERAGE RANGE OF GRANTS WILL BE $5,000 - $20,000",no,
430886788,King City Manor Inc,MO,King City,,,IVAN D WILSON,,,no,
46967568,Rawson Fam Foundation Tr,CT,Putnam,T23,WRITTEN - STATING NEED AND PURPOSE. ALSO NEED PROOF OF EXEMPT STATUS.,KATHIE RAWSON,ROLLING,NONE,no,
820524659,Smelek Family Foundation Inc,ID,Boise,T22,NO SPECIFIC FORMS EXIST,MR MIKE SMELEK,NONE,"THE FOUNDATION'S GEOGRAPHICAL FOCUS IS IN THE COMMUNITIES IN WHICH THE DIRECTORS OF THE FOUNDATION RESIDE, SOUTHWESTERN IDAHO, AND THE COUNTIES OF WALLER, TEXAS AND HARRIS, TEXAS.",no,
61637587,Nancy A Larson Foundation Inc,CT,Old Lyme,B82,"THE NANCY LARSON COLLEGE SCHOLARSHIP APPLICATION FORM. NAME, ADDRESS, SCHOOL ATTENDED, YEAR, MAJOR, MINOR, STUDENT ID, EMAIL, ADDRESS, TELEPHONE NUMBER, 500 WORD ESSAY COVERING WHY APPLICANT WANTS TO BE A TEACHER, PLANS FOR THE AWARD IF GRANTED, AND COMMUNITY SERVICE PERFORMED.",NANCY A LARSON,NOVEMBER 1 OF THE CURRENT YEAR.,APPLICANT MUST BE PURSUING A DEGREE IN ELEMENTARY EDUCATION.,no,
276840971,Shri Raj Krupa Charitable Foundation,TN,Clarksville,T22,,PRAVIN PATEL,,,no,
476021441,Charles E Foster Crippled Children Memorial Fund,NE,Omaha,,"A LETTER WITH THE CHILDS ADDRESS, DATE OF BIRTH, DESCRIPTION OF DISABILITY, ITEM NEEDED, COST, RECOMMENDATION LETTER FROM A DOCTOR, & THE FAMILY'S TAX RETURN (LIST OF INCOME & EXPENSES) IS REQUIRED.",LE ANN AUSTIN FIRST NATIONAL BAN,NONE,"THE APPLICANT MUST BE A DISABLED NEBRASKA RESIDENT UNDER THE AGE OF 14. THE MAXIMUM GIFT PER RECIPIENT IS $1,000.",no,
464529238,Yas Foundation Inc,MA,Boston,T20,YAS FOUNDATION'S IRS APPROVED FORMAT,ROUZBEH YASSINI-FARD,PRIOR TO ATTENDANCE,CHARITABLE & EDUCATIONAL,no,
200263063,Souza Charitable Foundation,CA,Tracy,T22,WRITTEN REQUEST,ANTHONY F SOUZA,NO,NO RESTRICTIONS,no,
351812631,Allen Whitehill Clowes Charitable Foundation Inc,IN,Indianapolis,,LETTER OF INTENT FOR THE OPERATING GRANTS,JAMES B LEMLER,A HARD COPY LETTER OF INTENT IS DUE NOVEMBER 30 FOR ALL NEW APPLICANTS THE ELECTRONIC OPERATIONS GRA,GRANTS THAT ARE AWARDED FOR CAPITAL OR SPECIAL PROJECTS MUST BE USED FOR SPECIFIC PURPOSES THAT ARE STATED IN THE GRANT AWARD NOTIFICATION,no,
856727202,The Taylor Schale Foundation,FL,Ponte Vedra,O50,"The Foundation provides grants to young adults to teach them the path to make mature life decisions and practices, and become financially independent. Applications are submitted to The Taylor-Schale Foundation upon nomination by a nonprofit organization. The Foundation board reviews the grant proposal, negotiates grant terms, approves grants, and distributes grants. Contact the Foundation directly for questions regarding applications.",The Taylor-Schale Foundation,Contact the Foundation directly for submission deadlines.,Contact the Foundation directly for restrictions or limitations on awards.,no,
546350104,William M Cage Library Trust,VA,Fredericksbrg,,AWARDS TO QUALIFYING LIBRARIES ARE REQUIRED TO BE USED FOR LIBRARY OPERATIONS AS SET FORTH IN THE WILL.,MARK C WILLIS,SEPTEMBER 1 OF EACH YEAR,"RECIPIENTS MUST BE A LIBRARY LOCATED IN THE STATE OF VIRGINIA, MAXIMUM GRANT $500.OO PER YEAR AND PER RECIPIENT.",no,
716050137,Co Tuw Marion & Miriam Rose,TX,Dallas,,LETTER FORMAT WITH AMOUNT AND PURPOSE OF REQUEST,ROBERT FOX - BANK OF AMERICA N A,NONE,"TO BENEFIT CHILD CARE FACILITIES SERVING DEPENDENT, NEGLECTED, INDIGENT AND EMOTIONALLY DISTURBED CHILDREN IN THE LITTLE ROCK, ARKANSAS AREA",no,
202338586,Ryan Lee Mohn Memorial Foundation,PA,Steelton,T20,An essay from the applicant,Alison Mohn,First Friday in May,Graduating seniors from Steelton-Highspire High School,no,
320567002,Matulich Foundation Inc,FL,Orlando,B82,Resume and cover letter,Serge Matulich,09 30,Should be enrolled in an education program beyond high school,no,
810504746,Shields Valley Foundation Inc,MT,Clyde Park,T99Z,Obtain and complete a Shields Valley Foundation scholarship application. High school transcript should be attached to the application.,Guidance Counselor,Each year between late March and early May.,"The recipient must be a graduating senior from Shields Valley School. The recipient must use the award to pay for up to four years of books, tuition, and fees at an institution of the Montana University System. The recipient must meet academic standards during each term of higher education to continue to receive the scholarship.",no,
204130018,Deporre Family Foundation,MI,Bloomfld Hls,T20,,MICHIGAN STATE UNIVERSITY,,,no,
256109746,Alex C Walker Educational & Charitable Foundation 28668 0,PA,Pittsburgh,,SEE FOOTNOTES,PNC Bank Charitable Trust Grant Rev,SEE FOOTNOTES,SEE FOOTNOTES,no,
516000153,Lalor Foundation Inc,MA,Boston,,APPLICATION FORMS ARE AVAILABLE ON OUR WEBSITE HTTP://LALORFOUND.ORG UNDER THE APPLICATION INSTRUCTIONS SECTION.,THE LALOR FOUNDATION INC CO GMA FOU,PLEASE REFER TO OUR WEBSITE HTTP://LALORFOUND.ORG UNDER THE APPLICATION INSTRUCTIONS SECTION.,PLEASE REFER TO OUR WEBSITE HTTP://LALORFOUND.ORG UNDER THE APPLICATION INSTRUCTIONS SECTION.,no,
660424035,The Bost Foundation,NC,Cornelius,,,EDWARD B BOST,,GIFTS WILL BE MADE ONLY TO TAX EXEMPT ORGANIZATIONS,no,
421363292,Kay M Anderson Foundation,IA,Shenandoah,,ELM,DAVE LASHIER,NONE,NO,no,
852563020,Ben Lauren Memorial Foundation,MI,Gwinn,T20,GRANTS WILL BE INITIATED BY THE FOUNDATION AND/OR BASED ON INVITED APPLICATIONS THAT SUPPORT THE FOUNDATIONS PURPOSE. THE FOUNDATION MAY ASK FOR PERIODIC OR FINAL REPORTS FROM GRANTEES.,RONALD LAUREN,NO POSTED DEADLINES,"AWARDS WILL BE LIMITED TO: VICTIMS OF FIRES AND THEIR FAMILIES LOCAL, COUNTY AND REGIONAL FAIRS RESULTING IN APPRECIATION AND EDUCATION ABOUT AGRICULTURAL AND LOCAL PRODUCTS AND ARTISANS EDUCATION OF STUDENTS AT GWINN HIGH SCHOOL AND NORTHERN MICHIGAN UNIVERSITY THROUGH ENHANCED EDUCATION AND COUNSELING AND SCHOLARSHIPS",no,
46496069,Chester J Chambers Scholarship Fund For Students Of W New England Coll,TX,Dallas,,NONE,KATHY CHAMBERS WESTERN NEW ENGLAND,JULY 1ST,"$2,000 PER STUDENT ATTENDING WESTERN NEW ENGLAND UNIV WHO ARE RESIDENTS OF SPRINGFIELD OR LONGMEADOW MA AT THE TIME THEY FIRST BECOME FULL TIME STUDENTS.",no,
306005311,Lockhart Family Charitable Trust,PA,Yardley,B82,INFORMATION CONCERNING AVAILABILITY OF SCHOLARSHIPS WILL BE PROVIDED TO GUIDANCE COUNSELORS OF ALL KERSHAW COUNTY SC HIGH SCHOOLS AND TO ANY OTHER HIGH SCHOOLS WITHIN ANY STATE IN THE US THAT REQUESTS SUCH INFORMATION,JESSICA LOCKHART VINCENT,NONE,STUDENTS WHO ARE RESIDENTS OF ANY STATE WITHIN THE UNITED STATES ENROLLED FULL TIME IN AN ACCREDITED POST-SECONDARY EDUCATIONAL INSTITUTION WHO HAS SHOWN SATISFACTORY ACADEMIC PERFORMANCE DURING THE PRECEEDING SCHOOL YEAR TAKING INTO ACCOUNT FINANCIAL NEED AND THE FITNEDNESS AND,no,
956136231,Wynn Foundation,CA,Los Angeles,,FULL APPLICATION SHOULD BE RECEIVED BETWEEN MAY 1-15.,MELVYN A MASUDA CEO CARL E WYNN FOU,NONE,NONE,no,
450533589,Woodson Foundation,NM,Santa Fe,A40,Letter of Explanation,,,Individual awards to New Mexico artists and scholars for lifetime achievement.,no,
204976128,Richard J And Ellen G Bodorffcharitable Foundation Inc,MD,Easton,T90,NO SPECIFIC FORM,RICHARD J BODORFF,NONE,NONE,no,
310999060,Tom Raper Foundation Inc,IN,Richmond,,No Specific Requirements,Suzanne D Raper,,,no,
834654000,My Birthday Too Inc,NC,Wake Forest,P30,Personal letter,Christine Gonenc,na,none,no,
943117918,Jean Risley Educational Trust Fund,NV,Las Vegas,T20,OREGON STUDENT ASSISTANCE COMMISSION,OREGON STUDENT ASSISTANCE COMMISSIO,,,no,
436535572,Amie Boswell Foundation Inc,MO,Lebanon,T22,"In writing; include background of organization, 501(c)(3) exemption letter, purpose for which money is to be used.",AMIE BOSWELL DEWANE,,Preference is given to charitable and educational organizations.,no,
830884875,Arms Of Love Inc,GA,Suwanee,T20,,DANIEL MORARU,,,no,
236648841,The W W Smith Charitable Trust,NV,Las Vegas,T22,www.wwsmithcharitabletrust.org/,GRANTS ADMINISTRATOR,www.wwsmithcharitabletrust.org/,www.wwsmithcharitabletrust.org/,no,
134181214,Malevich Society,NY,New York,A25,GRANT APPLICATION,DR NATALIA MURRAY,SEPTEMBER 30 ANNUALLY,"YES, IN ACCORDANCE WITH OFFICIAL GRANT PROCEDURES APPROVED BY THE IRS",no,
656253272,Foundation Tr,FL,Venice,T22Z,FOUNDATION TRUST APPLICATION NAMES OF CURRENTLY SERVING MEMBERS OF BOARD OF DIRECTORS ANNUAL REPORT INCLUDING CURRENT BALANCE SHEET COPY OF 501 (C) (3) DESIGNATION ANY OTHER MATERIALS APPLICANT CARES TO SUBMIT IN SUPPORT.,JAN MILLER GRANT COMMITTEE CHAIR,OCTOBER 1 FOR CONSIDERAITON IN DECEMBER GRANT CYCLE,"WE HAVE TYPICALLY LIMITED GRANTS TO ORGANIZATIONS IN SARASOTA, CHARLOTTE AND MANATEE COUNTIES DUE TO SMALL ASSET SIZE.",no,
208490686,Bradley Family Foundation,PA,Schuykl Havn,T20,Application/Written Request,The Bradley Family Foundation,Anytime,,no,
582588236,H Gordon Davis Jr & Francis S Davis Foundation Inc,GA,Sylvester,T22,NO SPECIFIC FORM,DR H GORDON DAVIS JR,NONE,NONE,no,
597269526,Co Tua Silva Family Schlrshp Fnd,TX,Dallas,T22,SEE ATTACHED FORMS WHICH ARE AVAILABLE AT THE QUALIFYING HIGH SCHOOLS,BANK OF AMERICA NA,NEW STUDENT-JUNE 15 CONTINUING STUDENTS-MAY 15,"GRADUATES OF ACCREDITED NE ASSOC SCHOOLS LOCATED IN THE NEW BEDFORD, FAIRHAVEN, FREETOWN, WESTPORT, ACUCHNET OR DARTMOUTH, MA AREA, OR GRADUATES OF OTHER AREA HIGH SCHOOLS THAT ARE RESIDENTS OF THESE COMM.",no,
204052717,Philip Snyder Foundation,RI,Providence,T20,A WRITTEN REQUEST STATING NATURE OF ORGANIZATION AND THE INTENDED USE OF FUNDS.,ANNE SNYDER CO RANSOM ADV,NONE,"CHARITABLE, RELIGIOUS, EDUCATIONAL AND SCIENTIFIC PURPOSES",no,
146014151,Rufus & Caroline Wiles Sch Fund,TX,Dallas,,ANY FORMAT,SCHOLARSHIP ASSOC OF FORT PLAIN,NONE,ANY GRADUATING SENIOR OF FORT PLAIN CENTRAL WHO WILL BE FURTHERING THEIR EDUCATION OR TRAINING PAST HIGH SCHOOL.,no,
46008674,Florian O Bartlett Trust 1 3657 0,TX,Dallas,,ONLINE APPLICATION www.bankofamerica.com/grantmaking,BANK OF AMERICA CO MICHEALLE LARKI,APRIL 1,NONE,no,
460562694,Globalfoundries Stillwater Foundation,NY,Stillwater,T20,GRANT REQUEST FORM AVAILABLE AT STILLWATERNY.ORG WEBSITE.,GLOBALFOUNDRIES STILLWATER FOUNDATI,FEBRUARY 28TH,SUPPORTED ACTIVITIES/ORGANIZATIONS MUST PROVIDE TANGIBLE BENEFITS OF A PUBLIC INTEREST.,no,
237085248,Martin Foltz Foundation,MO,Kansas City,,"A LETTER SHOULD BE SUBMITTED OUTLINING THE PURPOSE, THE NEED AND THE PROPOSED APPLICATION OF GRANT MONIES RECEIVED.",MIDWEST TRUST COMPANY,NONE,NONE,no,
436248845,Mabel And Joseph Friedman Charitable Fund,TX,Dallas,,LETTER OF NO MORE THAN 3 PAGES WITH APPROPRIATE ATTACHMENTS,ANTHONY TWYMAN - BANK OF AMERICA N,NONE,LIMITED TO CHARITABLE ORGANIZATIONS DESCRIBED IN IRS CODE SECTION 170(C). PREFERENCE GIVEN TO ORGANIZATIONS DEDICATED TO THE TREATMENT AND RESEARCH OF CANCER.,no,
161573609,Margaret Ford Leonard And Marion E Mckinney Charitable Foundation,NY,Oneonta,T20,FOR SCHOLARSHIPS - SCHOLARSHIP APPLICATION WITH ONEONTA HIGH SCHOOL EVALUATIONFOR OTHER GRANTS - IN LETTER FORM FROM LOCAL CHARITIES.,SALLY DUNLEAVY MANAGING TRUSTEE,MAY 1,"PRIMARILY IN ONEONTA, NY AREA",no,
256013317,Kate Seibert Trust,PA,Pittsburgh,,SEE FOOTNOTE,PNC Charitable Trust Grant Review C,SEE FOOTNOTE,SEE FOOTNOTE,no,
330072137,The Sutcliffe Foundation,CA,Encinitas,,"SUBMIT A WRITTEN REQUEST DESCRIBING THE INTENDED USE OF THE CONTRIBUTION, INFORMATION REGARDING THE SOLICITOR, AND PROVIDE SUBSTANTIATION OF CHARITABLE STATUS, INCLUDING DETERMINATION LETTER ISSUED BY THE INTERNAL REVENUE SERVICE.",THE SUTCLIFFE FOUNDATION,YEAR ROUND,"THE FOUNDATION RESERVES THE RIGHT TO DETERMINE THE APPROPRIATE AMOUNT TO CONTRIBUTE TO SOLICITATION OF FUNDS, INCLUDING THE DENIAL OF CONTRIBUTION BASED ON THE LACK OF COMPLETE INFORMATION PROVIDED IN THE SOLICITOR'S REQUEST APPLICATION.",no,
562136364,Julia Porter Scurry Family Foundation,SC,Greenwood,T21,DETAILED LETTER WITH RELEVANT ATTACHMENTS.,KENNETH W POSTON,,,no,
202901635,Wipfli Foundation Inc,WI,Wausau,T21,"GRANT APPLICATIONS SHOULD INCLUDE DETAILS ON THE ACTIVITY OR ORGANIZATION FOR WHICH THE SUPPORT IS REQUESTED, THE AMOUNT NEEDED, OTHER SOURCES OF FUNDING, AND DOCUMENTED EXEMPT STATUS OF THE ORGANIZATION.",KEN KORTAS,NONE SPECIFIED AT THIS TIME,NONE SPECIFIED AT THIS TIME,no,
912078375,John And Rachel King Foundation,MD,Cabin John,T12,"WRITTEN, WITH COMPLETE INFORMATION AS TO PURPOSE OF REQUEST.",JOHN AND RACHEL KING,NONE,NONE,no,
822257373,Ft Hood Treatment Court Mentor Group,TX,Fort Hood,F60,Promissory note,FORT HOOD TREATMENT COURT,While in the program,Mentors and Veterans in the program,no,
136160941,Glickenhaus Foundation,NY,Sleepy Hollow,,NONE,THE GLICKENHAUS FOUNDATION,NONE,NONE,no,
471887620,Braman Philanthropic Fund,FL,Miami,T22,,NORMAN BRAMAN,,,no,
383026124,Howard H & Ivah Sawvel Hoffmeyer Irrv Charitable Tr Ua 092085,MI,Midland,,NO PREDETERMINED APPLICATION FORM EXISTS,,NO SUBMISSION DEADLINES EXIST,"EDUCATIONAL PURPOSES FOR STUDENTS IN ST. LOUIS AND BRECKENRIDGE, MICHIGAN",no,
760132791,David S Mclure Scholarship Fund,TX,Houston,,Principals Scholarship Application,Senior Counselor,03 31 22,Recipient must attend and complete one year of college after graduation from Bellaire High Schoo.,no,
311487336,Gene & Neddie Mae Elkus Family Foundation,OH,Cincinnati,T22Z,LETTER,NORTH SIDE BANK TRUST CO ATTN MA,NONE,NONE,no,
300779791,Mann Foundation,IL,Riverside,Z99,See attachment.,Michael Mann,See attached statement,See attached statement.,no,
10342663,Helen F Wylie Foundation,TX,Dallas,,AVAILABLE UPON REQUEST,MELISSA J REYNOLDS,APRIL 30,RESIDENTS OF OWLS HEAD FOR A PERIOD OF 3 YEARS PRIOR TO RECEIVING AN AWARD OR GRANT AND MUST BE 35 YEARS OF AGE OR UNDER.,no,
237214882,George & Hazel Barber Scholarship Tr,IL,Quincy,,APPLICATIONS SHOULD BE SUBMITTED TO SCHOOL OFFICIALS THEN FORWARDED TO ABOVE,SUPERINTENDENT OF SCHOOLS GEORGE AN,DUE BY APRIL 10,"ELIGIBLE STUDENTS ARE FROM MARION COUNTY, MISSOURI OR PIKE COUNTY, ILLINOIS WHO HAVE AN ADEQUATE ACADEMIC RECORD AND ARE IN FINANCIAL NEED.",no,
43521246,Middlesex Savings Charitable Foundation Inc,MA,Natick,T20,SEE WEBSITE,MICHAEL KUZA,SEE WEBSITE,SEE WEBSITE,no,
356020626,Mary Jane M Crowe Foundation Scholarship,TX,Dallas,,Written request should include purpose for which the grant will be used and included a copy of the organizations's IRS exemption letter.,Lauren MacDonald co Bank of Ameri,,,no,
716145471,Gillespie Fam Charity Tr,AR,Russellville,,"ACADEMIC ABILITY, FINANCIAL NEED, TWO LETTERS OF CHARACTER REFERENCE, HANDICAPPED STATUS",SIMMONS BANK,NONE,"GRADUATED FROM HIGH SCHOOL IN POPE COUNTY, ARKANSAS",no,
844161345,Thomas L James And Olga Schmidlin Foundation,CA,Nicasio,B82,Application form can be request from the above address.,Thomas L James,7 1 2023,Applicant must a have no parent who graduated from college b reside in northern Marin County.,no,
300015773,Mike Miller Foundation,SD,Sioux Falls,T220,,TOM MILLER,,,no,
421701468,Jane E Burson And John H Burson Foundation,OH,Perrysburg,T20,NONE,JOHN BURSON,ONGOING,501(C)(3) CHARITABLE ORGANIZATIONS,no,
716180317,Julian M Munyon Scholarship Fund Tr,AR,Pine Bluff,T23,NONE,,NONE,NONE,no,
61616940,Lena Benas Memorial Fund,TX,Dallas,P12,www.bankofamerica.com/grantmaking,AMY LYNCH,NONE,ONE,no,
611374986,Gilbert Foundation Inc,KY,Prospect,T22,PRESCRIBED BY BOARD OF DIRECTORS,CANDACE G MEDINA,NONE,"PHILANTHROPIC SUPPORT TO CHARITABLE, EDUCATIONAL, CULTURAL, RELIGIOUS OR SCIENTIFIC ACTIVITIES THAT SERVE THE PUBLIC INTEREST.",no,
341599255,Robert L Munger Jr Foundation,OH,Sandusky,,A formal application form requires information of a general nature such as address birth date high school attended college or trade school attended if applicable graduation date grade point average institution towards which scholarship funds will be used by applicant employment history at Cedar Fair information regarding non-academic and community activities and one or two essay questions.,Personnel Department,07 01 2022,Prior to the payment of a scholarship the recipient must provide an official grade transcript verifying a current accumulative grade point average of C or better and official notice of registration as a degree applicant from the desired accredited institution that meets the requirements of Section 170b1Aii of the Internal Revenue Code. Scholarship recipients are not restricted in their choice of school or course of study. The Foundation pays the scholarships directly to the institution on behalf of the recipient for credit towards the recipient's tuition fees or room and board. The award must be used within 12 months of selection.,no,
746306747,Louis J & Millie Matcek Kocurek Charitable Foundation,TX,Dallas,,NO SPECIFIC FORMAT REQUIRED,ROBERT FOX - CO BANK OF AMERICA,NONE,RESTRICTED TO IRS CODE SECTION 501(C) (3) ORGANIZATIONS,no,
521756979,Cyrus Katzen Foundation Inc,VA,Baileys Xrds,,LETTER STATING NAME OF ORGANIZATION AND SUBMITTING PROOF OF ITS TAX-EXEMPT STATUS AND STATING PURPOSE FOR WHICH GRANT WILL BE USED.,JAY E KATZEN,NONE,NONE,no,
391748424,Madison Curling Foundation Inc,WI,Madison,N68,APPLICATION AVAILABLE ON THE MEMBER-ONLY PORTION OF THE MADISON CURLING CLUB WEBSITE OR BY REQUEST. APPLICATION MUST INCLUDE COPY OF ALL RECEIPTS.,MADISON CURLING FOUNDATION,MAY 15TH FOR EXPENSES INCURRED DURING THE CURLING SEASON APRIL 30TH - MAY 1ST.,"GRANT TO ASSIST WITH JUNIOR CURLING TOURNAMENT, EQUIPMENT, AND/OR COACHING EXPENSES. RECIPIENTS MUST BE JUNIOR CURLERS WHO ARE MEMBERS OF THE MADISON CURLING CLUB. $2,500 IN TOTAL GRANTS IS AVAILABLE FOR DEVELOPMENTAL JUNIOR CURLERS AND $2,500 IN TOTAL GRANTS IS AVAILABLE FOR COMPETITIVE JUNIOR CURLERS. THE FOLLOWING INDIVIDUALS ARE NOT ELIGIBLE TO RECEIVE GRANT FUNDING: RELATIVES OF ANY FOUNDATION BOARD DIRECTOR OR OFFICER, RELATIVES OF ANY CURLING CLUB BOARD DIRECTOR OR OFFICER, AND/OR RELATIVES OF ANY SELECTION COMMITTEE MEMBER.",no,
66032904,Henry E Ellsworth Scholarship Fund,TX,Dallas,,APPLICATION FORMS AVAILABLE AT THE GUIDANCE OFFICE OF SIMSBURY HIGH SCHOOL,SIMSBURY HIGH SCHOOL,POSTED AT THE GUIDANCE OFFICE ANNUALLY,THE HENRY ELLSWORTH SCHOL AWARD IS RESTRICTED TO A STUDENT IN THE SENIOR CLASS OF THE SIMSBURY H.S. TO ASSIST PAYING COLLEGE TUITION.,no,
431224155,Shelter Insurance Foundation,MO,Columbia,B82,A brief written description of the request,Christina M Workman,NONE,"AR, AZ, CO, IL, IN, IA, KS, KY, LA, MO, MS, NE, NV, OH, OK, TN",no,
352558724,Lintilhac Foundation,VT,Shelburne,T20,See attached statement.,Crea S Lintilhac,There are no deadlines. Grants will be awarded semiannually.,See attached statement.,no,
200905116,William O & K Carole Ellison Foundation,WA,Bellevue,T20,LETTER,KATHRYN CAROLE ELLISON,N A,N A,no,
352015598,Zink Family Foundation Inc,IN,Indianapolis,T20Z,NO SPECIFIC FORM IS REQUIRED,DARELL E ZINK JR,NONE,NONE,no,
36005923,Ellen M Willard Trust,VT,Brattleboro,,WTITTEN APPLICATION SHOWING NEED AND REQUESTED AMOUNT OF GRANT.,JAMES MAXWELL,NO FORMAL DEADLINES,PRIORITY GIVEN TO THE SUPPORT & RELIEF OF INVALID WOMEN AND GIRLS FROM SOUTHEAST VERMONT.,no,
650735563,The Barbara And Neal Henschel Charitable Foundation Inc,FL,Boca Raton,T90Z,LETTER AND SUPPORTING DOCUMENTATION,NEAL HENSCHEL,NONE,NONE,no,
753093303,Baloian Family Foundation,CA,Fresno,T20,NONE,,NONE,DETERMINED BY DIRECTORS,no,
133762819,Karlson Family Foundation,CT,Trumbull,,,CHRISTOPHER J KOEHM CPA,,,no,
206001151,The@Ralph G & Wilma J Maibaum Foundation,TX,Dallas,T22,REQUEST INFORMATION,BANK OF AMERICA,SEPTEMBER 15,REQUEST INFORMATION,no,
161561680,Oneida Savings Bank Charitable Foundation,NY,Oneida,T21,written request to the above address,Eric Stickels,N A,General restrictions include awards to organizations that are located in Madison and Oneida Counties of New York State.,no,
841601838,The Strohm Link Family Foundation,CO,Littleton,T20,THERE ARE NO FORMAL REQUIREMENTS.,JOHN D STROHM,THERE ARE NO FORMAL DEADLINES.,THERE ARE NO FORMAL RESTRICTIONS OR LIMITATIONS.,no,
237345978,Alavi Foundation,NY,New York,B82,REQUEST MAY BE IN LETTER FORM,DR HAMID YAZDI,NO DEADLINE FOR SUBMISSION OF REQUEST,NONE,no,
464678402,Wexler Family Foundation,MD,Silver Spring,P12,SEND VIA EMAIL,CASSANDRA WEXLER,NO,NO,no,
621183600,C H Pudor Scholarship Foundation,TN,Huntingdon,B82,MUST BE A STUDENT FROM HUNTINGDON HIGH SCHOOL AND PARTICIPATED IN ONE SPORT FOR 4 YEARS INCLUDING SENIOR YEAR; MAINTAIN B AVERAGE AND HAVE BEEN A STUDENT IN THE HUNTINGDON SCHOOL SYSTEM AT LEAST 2 YEARS.,JUDY NOLES,STUDENT CHOSEN BY COMMITTEE WHICH RECEIVED RECOMMENDATIONS FROM HUNTINGDON HIGH SCHOOL.,"AWARD LIMITED TO THE ANNUAL EARNINGS OF THE FOUNDATION LESS EXPENSES OR THE SECTION 4942(A) MINIMUM DISTRIBUTION REQUIREMENT, IF THE ANNUAL NET EARNINGS ARE LESS THAN THE ANNUAL MINIMUM DISTRIBUTION REQUIREMENT.",no,
431119922,Lindon Q Skidmore Charitable Trust Boatmens First Natl Bk Of Kc,TX,Dallas,,LETTER OF NO MORE THAN 3 PAGES WITH APPROPRIATE ATTACHMENTS,ANTHONY TWYMAN - BANK OF AMERICA N,VARIOUS TIMES DURING CALENDAR YEAR,RESTRICTED TO CHARITABLE ORGANIZATIONS DESCRIBED IN IRS CODE SECTION 170(C),no,
841721572,The Matthew Korn And Cynthia Miller Family Foundation Inc,VA,Mclean,T20,Simple Letter stating purpose and amount of requested grant tax-exempt status contact information including e-mail address.,Matthew Korn,,,no,
541741509,Fannie Milton And Leslie Friedman Family Foundation,VA,Norfolk,T22Z,WRITTEN REQUEST STATING REASON FOR APPLICATION FOR GRANT.,LESLIE FRIEDMAN,NONE,MUST BE A 501(C)(3) ORGANIZATION OF CHARITABLE OR EDUCATIONAL PURPOSE LOCATED IN VIRGINIA.,no,
