EIN_value,Name,Gross_Revenue,Net_Revenue,Tax_Period_Year,PDF_URL,City,State,NTEE_Code,Form_Type
46036513,Annie F Ober Tr Fbo First Baptist Bank C/O Berverly National Bank,46948,13162,2021,,Bridgeport,CT,,0
46036514,Annie F Ober Tr Fbo Of Young Mens Christian Association Beverly Reg,52473,554,2021,,Bridgeport,CT,,0
46036752,Knights Of Columbus Home Association Of Fitchburg Inc,39083,-29396,2020,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_03_2022_prefixes_01-13%2F046036752_202006_990O_2022033019810359.pdf,Fitchburg,MA,,0
46037175,Isaac Munroe Foundation For Children Inc,71434,35868,2021,,Danvers,MA,T20Z,0
46037301,Attleboro Scholarship Foundation,1436156,778956,2021,,Attleboro,MA,B82Z,0
46037800,American Chemical Society,393415,-198477,2021,,Lexington,MA,,0
46037997,Preachers Aid Society Of New England,3082891,1334366,2021,,Wells,ME,,0
46038611,Winchester Scholarship Foundation,554472,82766,2021,,Winchester,MA,B82Z,0
46038680,Classical Association Of New England,212116,132508,2022,,Providence,RI,,0
46038785,Sargent Murray Gilman Hough House Assn,40126,-3248,2021,,Gloucester,MA,,0
46039281,Worcester District Medical Society,388902,171079,2021,,Worcester,MA,E85Z,0
46039588,Town Of Chelmsford Scholarship Fund Inc,222681,133741,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_04_2022_prefixes_01-14%2F046039588_202106_990_2022040719832365.pdf,Chelmsford,MA,B12,0
46039588,Town Of Chelmsford Scholarship Fund Inc,222681,133741,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_04_2022_prefixes_01-14%2F046039588_202106_990_2022040719832365.pdf,Chelmsford,MA,B12,0
46039588,Town Of Chelmsford Scholarship Fund Inc,222681,133741,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_04_2022_prefixes_01-14%2F046039588_202106_990_2022040719832365.pdf,Chelmsford,MA,B12,0
46039588,Town Of Chelmsford Scholarship Fund Inc,222681,133741,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_04_2022_prefixes_01-14%2F046039588_202106_990_2022040719832365.pdf,Chelmsford,MA,B12,0
46039626,Financial Executives International,208512,-9861,2022,,Watertown,MA,,0
46040048,Group For The Advancement Of Psychiatry Inc,834094,693596,2021,,Dallas,TX,G9XZ,0
46040508,Signet Associates,278555,10401,2021,,Cambridge,MA,A117,0
46040661,Ipswich Museum Inc,239782,27309,2021,,Ipswich,MA,A80Z,0
46040850,Asbestos Workers 6 Health & Welfare Fund,14680725,2606421,2021,,Troy,MI,,0
46040880,International Union Of Operating Engineers,74908842,8170875,2021,,Medway,MA,,0
46041089,Hopedale Charitable Corporation,3283410,797241,2021,,Hopedale,MA,,0
46041137,Military Order Of The Loyal Legion Of The United States,53013,35761,2021,,Marlborough,MA,,0
46041323,Harvard Sportsmens Club Inc,432614,110325,2021,,Harvard,MA,,0
46041357,Eastern Dog Club Inc,174226,105855,2022,,Scituate,MA,,0
46041357,Eastern Dog Club Inc,174226,105855,2022,,Scituate,MA,,0
46041433,Malden High School Scholarship Inc,202736,179547,2022,,Boston,MA,B82Z,0
46041433,Malden High School Scholarship Inc,202736,179547,2022,,Boston,MA,B82Z,0
46041458,Danvers Historical Society Glen Magna,272563,-159323,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_03_2022_prefixes_01-13%2F046041458_202106_990_2022031619760410.pdf,Danvers,MA,A82Z,0
46041565,Associated Subcontractors Of Massachusetts,714198,104432,2021,,Boston,MA,,0
46042124,Independent Order Of Odd Fellows,102005,71648,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_07_2022_prefixes_01-22%2F046042124_202109_990O_2022071820227773.pdf,Salem,MA,,0
46042150,Harvard Yearbook Publications Incorporated,315011,-4740,2021,,Cambridge,MA,,0
46042239,New England Botanical Club Inc,128810,42894,2021,,West Boylston,MA,C420,0
46042338,Herman Knapp Testamonial Fund,548371,502748,2021,,San Francisco,CA,H41J,0
46042565,Lincoln Land Conservation Trust,200343,-102436,2021,,Lincoln,MA,C340,0
46043108,American Fondouk Maintenance Committee Inc,1727974,399764,2021,,Boston,MA,D20,0
46043445,Master Wardens & Members Of The Grand Lodge Of Masons In Mass,29772,-147738,2022,,Dorchester,MA,,0
46044110,Duxbury Free Library Inc,151673,52769,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_07_2022_prefixes_01-22%2F046044110_202106_990_2022071120205414.pdf,Duxbury,MA,,0
46044110,Duxbury Free Library Inc,151673,52769,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_07_2022_prefixes_01-22%2F046044110_202106_990_2022071120205414.pdf,Duxbury,MA,,0
46044550,Williamstown Community Chest,551543,132565,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F046044550_202109_990_2022082220291649.pdf,Williamstown,MA,T700,0
46044585,Andover Firemans Relief Association,144217,69124,2021,,Andover,MA,,0
46044618,The Swasey Fund For Relief Of Public School Teachers Of Newburyp,414163,77211,2021,,Newburyport,MA,B110,0
46044656,Laurel Hill Association Of Stockbridge,259224,115409,2021,,Stockbridge,MA,,0
46044715,Athol High School Scholarship Association,449689,312023,2021,,Athol,MA,B82Z,0
46045227,Dartmouth Educational Association,77964,53739,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F046045227_202106_990_2022082220291499.pdf,Sharon,MA,B42I,0
46045400,French Cultural Center Inc,2479852,432868,2021,,Boston,MA,,0
46045460,Trustees Uw Hanna B G Shaw,511171,114148,2021,,Middleboro,MA,E110,0
46045540,Chatham Historical Society Inc,638240,323541,2021,,Chatham,MA,,0
46045668,Railway And Locomotive Historical Society Inc,500393,433012,2021,,University Pk,FL,,0
46046123,Phillips Brook House Association Incorporated,4239516,1262878,2022,,Cambridge,MA,B800,0
46046372,Pickering Foundation,122654,29045,2021,,Salem,MA,,0
46046749,Royall House Association,304222,126798,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_03_2022_prefixes_01-13%2F046046749_202103_990_2022030219678624.pdf,Medford,MA,,0
46046883,Beverly Cove Improvement Association Inc,73845,17025,2022,,Beverly,MA,,0
46047185,Woburn Public Library,1942223,413693,2022,,Woburn,MA,B71Z,0
46047185,Woburn Public Library,1942223,413693,2022,,Woburn,MA,B71Z,0
46047246,Amherst Womans Club Inc,-101,-8589,2022,,Amherst,MA,,0
46047497,Trustees Of The Haverhill Public Library,1642603,889736,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_07_2022_prefixes_01-22%2F046047497_202106_990_2022071820228871.pdf,Haverhill,MA,B71I,0
46047671,Haverhill Historical Society,161389,15184,2022,,Haverhill,MA,A54,0
46048424,Master Wardens & Members Of The Grand Lodge Of Masons In Mass,39772,7454,2022,,Weymouth,MA,,0
46048487,Swift River Sportsmens Club Inc,126202,10601,2021,,Ware,MA,N61,0
46048838,The Weston Firemens Relief Association,94866,33094,2021,,Weston,MA,,0
46048917,Yarmouth Library Association,165917,-32814,2022,,Yarmouth Port,MA,,0
46048964,Greater Boston Hotel Employees Health & Welfare Fund,983284,-70697,2021,,Boston,MA,,0
46048964,Greater Boston Hotel Employees Health & Welfare Fund,983284,-70697,2021,,Boston,MA,,0
46049863,Aid For Cancer Research,21887,-30688,2022,,Newton Centre,MA,,0
46049963,Sudbury Valley Trustees Inc,2852995,1137807,2021,,Sudbury,MA,C340,0
46049991,Boston Plasterers & Cement Masons & Asphalt Layers Loc 534 Hlth & Welf,5456824,1293777,2022,,Boston,MA,Y43,0
46050224,Vasa Order Of America The Grand Lodge,1120788,873057,2020,,San Jose,CA,,0
46050367,Health Physics Society,1916212,100740,2021,,Mclean,VA,,0
46050451,Massachusetts Elks Scholarship Inc,2319070,1758641,2021,,Lynnfield,MA,B82Z,0
46050537,Sons Of Union Veterans Of The Civil War,37769,1214,2022,,Brentwood,NH,,0
46050537,Sons Of Union Veterans Of The Civil War,37769,1214,2022,,Brentwood,NH,,0
46050632,Everett Police Mutual Aid Assoc Inc,22976,-15505,2021,,Everett,MA,,0
46050994,National Council For Geographic Education,175703,6848,2021,,Silver Spring,MD,,0
46051039,Plymouth Public Library,208739,-10075,2021,,Plymouth,MA,B71Z,0
46051886,Boys Club Foundation Of Waltham,5758,2933,2021,,Waltham,MA,,0
46052033,Hingham Historical Society,909507,158007,2021,,Hingham,MA,A82Z,0
46052033,Hingham Historical Society,909507,158007,2021,,Hingham,MA,A82Z,0
46052367,Master Wardens & Members Of The Grand Lodge Of Masons In Mass,203777,108318,2022,,Danvers,MA,,0
46052643,Rockport High School Alumni Association,134847,87726,2021,,Rockport,MA,,0
46052751,Smith Students Aid Society Inc,604905,316377,2021,,Northampton,MA,,0
46052751,Smith Students Aid Society Inc,604905,316377,2021,,Northampton,MA,,0
46052995,Fern Hill Cemetery Corporation,406322,282004,2021,,Hanson,MA,Y50,0
46053055,Sandy Bay Historical Society And Museum Inc,82763,29537,2021,,Rockport,MA,,0
46053063,Shara Tfilo Cemetery Association,357018,163953,2021,,Newton,MA,,0
46053067,Massachusetts Highway Association,123880,-1877,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_07_2022_prefixes_01-22%2F046053067_202106_990O_2022071820226039.pdf,Becket,MA,,0
46053193,Longmeadow Cemetery Association,487050,347273,2021,,Longmeadow,MA,,0
46053291,Independent Order Of Odd Fellows,594310,467758,2021,,Swampscott,MA,,0
46053292,Cabot Boston Credit Union,219027,219027,2020,,Boston,MA,,0
46053347,Massachusetts Teachers Association,814230,79594,2022,,Lexington,MA,,0
46053558,Quincy Historical Society,159130,-21175,2021,,Quincy,MA,A82Z,0
46053910,Milton Firemens Relief Association,11166,-22589,2021,,Milton,MA,,0
46053910,Milton Firemens Relief Association,11166,-22589,2021,,Milton,MA,,0
46054121,Rotary International,100116,58788,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F046054121_202106_990O_2022080320268888.pdf,Fitchburg,MA,,0
46054205,Trustees Of Hopkins Academy,233608,166803,2021,,Hadley,MA,B20I,0
46054363,Public Library Association Of Easthampton Inc,528459,47126,2022,,Easthampton,MA,B71Z,0
46054383,Furnace Village Cemetery Corporation Of Easton,38025,-7748,2022,,Easton,MA,Y50,0
46054447,Alpha Credit Union,1183176,203762,2021,,Boston,MA,,0
46054668,New England Water Environment Assoc,783430,38880,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F046054668_202109_990_2022082920302383.pdf,Woburn,MA,C032,0
46054705,Boston College Law School Publication Trust,81938,-29470,2021,,Newton Centre,MA,B53I,0
46054794,Harvard Business School Student Association Inc,176030,-92465,2021,,Boston,MA,A99Z,0
46055566,Commonwealth Utilities Employees Credit Union,1081315,177121,2021,,Marion,MA,W61Z,0
46055645,National Foundation For Eye Research,0,0,2021,,Meredith,NH,,0
46055741,Kappa Kappa Gamma Fraternity Inc,455653,18031,2022,,Amherst,MA,,0
46056361,Fairhaven Benevolent Association Inc,55485,-4090,2021,,Fairhaven,MA,S22,0
46056508,Massachusetts Library Association,202786,39157,2022,,Westborough,MA,B71Z,0
46056866,Master Wardens & Members Of Masons In Mass,83480,42613,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F046056866_202108_990O_2022080320268405.pdf,Boston,MA,,0
46056877,Newell Burying Ground Association Inc,265441,140748,2022,,Attleboro,MA,,0
46056887,Massachusetts Indian Association,888792,837650,2021,,Carlisle,MA,B990,0
46056891,Monhegan Memorial Library,43402,1919,2021,,Monhegan,ME,B70,0
46056906,North Leominster Rod & Gun Club Inc,149323,-14761,2021,,Lunenburg,MA,,0
46057343,Westmass Area Development Corp,1784584,1257169,2021,,Springfield,MA,,0
46057347,Master Wardens & Members Of The Grand Lodge Of Masons In Mass,148840,51912,2021,,Wakefield,MA,,0
46057562,American Legion,0,0,2021,,Canton,MA,,1
46057714,Master Wardens & Members Of The Grand Lodge Of Masons In Mass,41991,-4486,2022,,Salem,MA,Y42,0
46058037,Arlington Police Relief Association Incorporated,26309,-4243,2021,,Arlington,MA,,0
46058335,Knights Of Columbus,42355,25719,2021,,Canton,MA,,0
46058421,Frozen Food Association Of New England Inc,99104,12362,2021,,Manchester,CT,,0
46058621,Topsfield Historical Society,50268,6134,2021,,Topsfield,MA,A82Z,0
46059251,Massachusetts Rifle Association,462618,142527,2021,,Woburn,MA,,0
46059456,Wentworth Alumni Association Inc,-1250,-13032,2022,,Boston,MA,,0
46059561,Nuttall Ornithological Club Inc,195838,53785,2022,,Winchester,MA,D033,0
46059648,Glenwood Cemetery Association In The Town Of South Natick,113400,1903,2022,,Natick,MA,,0
46059729,Whitinsville Social Library,602538,228699,2022,,Whitinsville,MA,B71Z,0
46059860,American Legion,4882,-6798,2021,,Provincetown,MA,,0
46060118,Fitchburg Historical Society,107526,-98271,2021,,Fitchburg,MA,,0
46060147,Revere Firefighters Credit Union,255773,75032,2021,,Revere,MA,,0
46060151,Bacon Free Library,74053,4939,2022,,Natick,MA,B70,0
46060602,Andover Village Improvement Society,278282,166858,2021,,Andover,MA,C500,0
46060657,Newburyport Art Association Inc,473164,137370,2021,,Newburyport,MA,A400,0
46060691,National Society For The Preservation Of Covered Bridges,176327,103810,2021,,York,PA,,0
46060947,Cape Cod Cranberry Growers Assoc,746532,244181,2021,,Plymouth,MA,,0
46061022,James D Phillips Tr Uw Atr5 Par 2 10 9622 00 1,274886,147041,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_03_2022_prefixes_01-13%2F046061022_202109_990_2022030219679908.pdf,Pittsburgh,PA,,0
46061034,J D Philips Tr Uw Art 5 Par 2,229350,-536628,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_03_2022_prefixes_01-13%2F046061034_202109_990_2022030219677160.pdf,Pittsburgh,PA,,0
46061145,River Works Credit Union,5008646,493317,2021,,Lynn,MA,W61Z,0
46061211,Fraternal Order Of Police,53774,-19779,2021,,Melrose,MA,,0
46061358,Chicopee Falls Lodge No 1849 Loyal Order Of Moose,670672,95637,2022,,Chicopee,MA,,0
46061509,W Murray Crane Community House,237763,-122921,2021,,Dalton,MA,P020,0
46062102,Brewster Cemetery Assoc,121404,58731,2021,,Brewster,MA,,0
46063464,The Boxford Public Library And The Perley Scholarship Funds Inc,37060,4439,2021,,Boxford,MA,,0
46063508,Mass Eta Of Phi Kappa Theta Alumni Corp,114504,6462,2021,,Boston,MA,,0
46063728,Bsa Ila Health Welfare And Clinic,2632973,-259200,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F046063728_202109_990O_2022080320268637.pdf,Charlestown,MA,,0
46063733,Electrical Workers Health And Welfare Fund Local 103 Ibew,160212939,14277590,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F046063733_202111_990O_2022080220262109.pdf,Boston,MA,,0
46063828,American Guild Of Organists Ago,65138,31590,2021,,Jamaica Plain,MA,A68C,0
46063845,Watertown Police Employees Association,66371,-42429,2021,,Watertown,MA,,0
46064127,The Ministry At Large In Lowell,70457,52134,2021,,Chelmsford,MA,,0
46064430,Spencer Rescue & Emergency Squad Inc 44 Maple St,1264318,78890,2021,,Spencer,MA,E62Z,0
46064566,West End Racing Childrens Community Sailing Inc,37613,-10040,2021,,Provincetown,MA,N67,0
46064571,Eldredge Public Library,1319957,232788,2022,,Chatham,MA,B71Z,0
46064739,Canton Historical Society,9519,-2173,2021,,Canton,MA,,0
46064763,Waltham Police Relief Association Incorporated,136385,55421,2021,,Waltham,MA,,0
46064917,Cotuit Athletic Association Inc,784592,388853,2021,,Cotuit,MA,N63Z,0
46065174,The Seaside Club Of Plymouth Massachusetts,242444,39217,2021,,Plymouth,MA,,0
46065276,Young Audiences Of Massachusetts Inc,692600,77611,2021,,Boston,MA,A6E0,0
46065526,Hampden County Improvement League,53137,-1400,2022,,Westfield,MA,,0
46065760,Trustees Of The Salem Public Library,168563,77382,2021,,Salem,MA,,0
46066048,Dorchester Historical Society,169395,19003,2022,,Dorchester,MA,A82Z,0
46066296,East Chop Association Inc,175449,33713,2021,,Oak Bluffs,MA,C30Z,0
46066296,East Chop Association Inc,175449,33713,2021,,Oak Bluffs,MA,C30Z,0
46066546,Delta Kappa Epsilon Inc The Association Of Sigma Tau Alumni,221313,-44257,2021,,Houston,TX,,0
46066555,Monadnock Trust,41300,10664,2021,,Gardner,MA,O50,0
46066623,Falmouth Historical Society,313425,-40493,2021,,Falmouth,MA,Z82Z,0
46066641,Luso American Credit Union,4042575,552189,2021,,Peabody,MA,,0
46066722,Blandford Historical Society,133092,-11908,2021,,Blandford,MA,,0
46067258,International Association Of Fire Fighters,304523,89557,2021,,Quincy,MA,,0
46067831,National Guard Association Of Massachusetts,167863,65718,2021,,Hanscom Afb,MA,,0
46068195,The Cum Laude Society Inc,234825,56509,2022,,Louisville,KY,,0
46068356,Singletary Rod & Gun Club Inc,206672,25259,2021,,Oxford,MA,,0
46068526,Neponset Valley Chamber Of Commerce Inc,380399,21907,2021,,Norwood,MA,,0
46068806,Clapp Memorial Library Inc,98419,47378,2022,,Belchertown,MA,,0
46068928,Barre Historical Society Inc,132379,91293,2022,,Barre,MA,,0
46069037,Barre Library Association,33811,-32436,2021,,Barre,MA,B71Z,0
46069672,Clinton Historical Society,77460,26701,2021,,Clinton,MA,,0
46070023,Knights Of Columbus,64970,25628,2021,,Whitinsville,MA,,0
46071185,Grafton Land Trust Inc,279695,234486,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_03_2022_prefixes_01-13%2F046071185_202110_990_2022030919709530.pdf,Grafton,MA,C340,0
46071268,Shirley Eustis House Association,199100,-34000,2021,,Roxbury,MA,A82Z,0
46071592,Neurosciences Research Foundation Incorporated,6628,-20360,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_07_2022_prefixes_01-22%2F046071592_202106_990_2022071920232795.pdf,La Jolla,CA,,0
46071592,Neurosciences Research Foundation Incorporated,6628,-20360,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_07_2022_prefixes_01-22%2F046071592_202106_990_2022071920232795.pdf,La Jolla,CA,,0
46071645,Brockton Rotary Charitable And Educational Association Inc,64226,35739,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_07_2022_prefixes_01-22%2F046071645_202106_990_2022071120201618.pdf,Brockton,MA,,0
46071666,Historical Society Of Old Yarmouth,319878,120858,2021,,Yarmouthport,MA,,0
46072250,Littleton Conservation Trust,58601,4113,2021,,Littleton,MA,,0
46072255,Pentucket Regional Scholarship Foundation,180844,82873,2021,,Groveland,MA,,0
46072421,International Association Of Fire Fighters,254119,5303,2021,,Somerville,MA,,0
46072517,Camp Lion Of Lynn Mass Inc,67568,10499,2021,,Lynn,MA,,0
46072852,Upham Family Society Inc,16678,5086,2021,,Melrose,MA,A80,0
