EIN_value,FormAndInfoAndMaterialsTxt,RecipientPersonNm,SubmissionDeadlinesTxt,RestrictionsOnAwardsTxt,OnlyContriToPreselectedInd,CurrentYearGrantAmount
853657913,APPLICATION SHOULD BE WRITTEN AND INCLUDE ALL PERTINENT INFORMATION WITH THE REQUEST,BRANDON MOVITZ,APPLICATIONS ARE ACCEPTED AT ANY TIME,NONE,no,N/A
956100327,PRE-PRINTED APPLICATION FORM CAN BE OBTAINED FROM WWW.EBELLLA.COM,DONNA RUSSELL CO EBELL OF LOS ANGEL,MARCH 15,STUDENTS MUST ATTEND ACCREDITED COLLEGES IN LOS ANGELES COUNTY,no,N/A
464346384,NO PRESCRIBED FORM IS REQUIRED.,NBA FOUNDATION INC,NO SUBMISSION DEADLINES.,THE FOUNDATION WILL PROVIDE GRANTS TO STUDENTS BASED UPON NEED AND EDUCATIONAL PERFORMANCE.,no,N/A
472413322,APPLICATION AVAILABLE BY REQUEST.,JAMES KISTLER,NONE,"DIRECT FINANCIAL ASSISTANCE BASED ON NEED TO RESIDENTS OF SULLIVAN COUNTY PENNSYLVANIA. INTERNATIONAL EDUCATION ASSISTANCE PROGRAM IS AVAILBLE TO CHILDREN FROM PAKISTAN, AFGHANISTAN AND INDIA.",no,N/A
461807259,N/A,VINCENT FERRARA,,,no,N/A
042235130,"THERE ARE THREE ASSISTANCE PROGRAMS OFFERED THROUGH THE HORACE SMITH FUND. DETAILED INFORMATION IS AVAILABLE ONLINE AT WWW.HORACESMITHFUND.ORG. STUDENTS MAY APPLY FOR THE WALTER S BARR SCHOLARSHIP AVAILABLE TO HIGH SCHOOL SENIORS WHO WILL BE ENTERING COLLEGE FOR THE FIRST TIME AND TO COLLEGE STUDENTS CONTINUING THEIR UNDERGRADUATE STUDIES. COLLEGE GRADUATES CONTINIUNG THEIR EDUCATION IN GRADUATE SCHOOL MAY APPLY FOR THE WALTER S BARR FELLOWSHIP. SPECIAL NEEDS STUDENTS MAY APPLY FOR THE WILLIAM R. ROONEY AWARD AVAILABLE TO HIGH SCHOOL SENIORS WHO WILL BE ENTERING COLLEGE FOR THE FIRST TIME. EACH APPLICATION MAY BE SUBMITTED ONLINE AT THE FUND'S WEBSITE OR MAILED IN WRITING. EACH APPLICATION MUST BE ACCOMPANIED BY THREE REFERENCES FROM UNRELATED INDIVIDUALS, A FINANCIAL PROFILE AND OTHER REQUIREMENTS AS NOTED ON THE WEBSITE.",THE HORACE SMITH FUND,"APPLICATION DEADLINES FOR ALL SCHOLARSHIPS, AWARDS AND FELLOWSHIPS IS MARCH 15TH.","BARR SCHOLARSHIPS ARE AVAILABLE TO STUDENTS LIVING IN HAMPDEN COUNTY, MASSACHUSETTS SEEKING A COLLEGE EDUCATION. APPLICANTS MUST BE GRADUATES OF HAMPDEN COUNTY, MASSACHUSETTS SECONDARY SCHOOLS. FELLOWSHIP APPLICANTS MUST BE RESIDENTS OF HAMPDEN COUNTY OR QUALIFIED FORMER RESIDENTS. IT IS THE POLICY OF THE FUND TO PROVIDE SUPPLEMENTARY AID WHERE OTHER RESOURCES AVAILABLE TO THE PROSPECTIVE STUDENT ARE NOT ADEQUATE TO CARRY OUT THE PLANNED EDUCATIONAL PROGRAM.",no,N/A
830414508,"WRITTEN APPLICATIONS SHOULD INCLUDE NAME, ADDRESS AND PURPOSE OF THE ORGANIZATION.",THE JORDAN AND DEANNA BERMAN FAMILY,NONE,NONE,no,N/A
463591476,proof of medical residence required,Basima Shaw,before funds disbursed,for medical residence expenses,no,N/A
146030197,"LETTER STATING AMOUNT, INFO, GRADES, INTENTION",HEIDI GIFFORD,,,no,N/A
226070831,request must be submitted in writing and must be a 501(c)(3) organizations,thomas fast,none,"must be for the benefit of the aged, poor and needy",no,N/A
752123254,Applications should be made in writing in accordance with Foundation Guidelines which are available at the above address.,Flow Health Care Foundation,August 31 each year,"Grants are made to non-profit agencies who provide health services to low income residents of Denton County, Texas",no,N/A
874143249,Typed request including explanation of need other support pursued,UPDRAFT FOUNDATION,NA,Support individuals or family only,no,N/A
850385194,THE FORMS TO APPLY FOR THE SCHOLARSHIPS OR GRANTS CAN BE FOUND ON THE FOUNDATION WEBSITE. HTTPS://WWW.PLATEAUTEL.COM/SCHOLARSHIP,EDUCATION FOUNDATION COMMITTEE,ANY SUBMISSION DEADLINES CAN BE FOUND ON THE FOUNDATION WEBSITE. HTTP://WWW.PLATEAUTEL.COM/COMPANY/,"QUALIFICATIONS, RESTRICTIONS AND REQUIREMENTS TO QUALIFY FOR THE SCHOLARSHIPS CAN BE FOUND ON THE FOUNDATION WEBSITE. HTTPS://WWW.PLATEAUTEL.COM/SCHOLARSHIP",no,N/A
156018423,IN WRITING,GAY POMEROY,NONE,NONE,no,N/A
751623098,A LETTER STATING THE AMOUNT REQUESTED AND THE PURPOSE FOR THE FUNDS.,JANE LIVERMORE,NONE,"CONTRIBUTIONS WILL BE MADE EXCLUSIVELY FOR CHARIABLE, SCIENTIFIC, LITERARY, OR EDUCATIONAL PURPOSES EITHER DIRECTLY OR BY CONTRIBUTIONS TO ORGANIZATIONS THAT QUALIFY AS EXEMPT ORGANIZATIONS UNDER SECTION 501(C)3 OF THE INTERNAL REVENUE CODE AND ITS REGULATIONS. THERE ARE NO POLICY RESTRICTIONS AS TO GEOGRAPHIC AREA, CHARITABLE FIELDS, OR DOLLAR AMOUNTS AWARDED.",no,N/A
436354470,"LETTER DESCRIBING THE NEED, PURPOSES AND PROGRAM OF REQUESTING ORGANIZATION, PROOF OF THE ORGANIZATION'S ELIGIBILITY FOR TAX EXEMPT CONTRIBUTIONS, THE AMOUNT SOUGHT AND TIME WHEN CONTRIBUTION IS NEEDED.",PATRICIA MCMAHAN,NONE,"TRUST MAKES CONTRIBUTIONS TO SECTION 501(C)(3) ORGANIZATIONS. GENERALLY DOES NOT FUND TAX SUPPORTED INSTITUTIONS, TRAVEL CONFERENCES, TELETHONS OR PROGRAMS WHICH DO NOT PROVIDE DIRECT SERVICES TO BENEFICIARIES. TRUST DOES NOT MAKE CONTRIBUTIONS TO INDIVIDUALS. WHERE SCHOLARSHIP FUNDS ARE AWARDED TO AN EDUCATIONAL INSTITUTION, INSTITUTION SELECTS RECIPIENT.",no,N/A
056147332,AS DETERMINED BY TRUSTEES.,LYNDA CEKALA,AS DETERMINED BY TRUSTEES.,GRANTS WILL BE MADE ONLY FOR CHARITABLE PURPOSES TO ORGANIZATIONS THAT HAVE RECEIVED RECOGNITION OF TAX EXEMPT STATUS UNDER THE INTERNAL REVENUE CODE 501(C)(3).,no,N/A
316517313,See learnmore.scholarsapply.org/grantmunro/,Vicki Duron Scholarship America,See learnmore.scholarsapply.org/grantmunro/,See learnmore.scholarsapply.org/grantmunro/,no,N/A
631196192,"THERE IS NO PRESCRIBED APPLICATION FORMAT. APPLICATION MUST CONTAIN NAME, ADDRESS, EXEMPT STATUS DESIGNATION, AND PURPOSE FOR WHICH FUNDS WILL BE USED.",BERNARD QUINN,NONE,"GRANTS WILL ONLY BE MADE TO WORTHY EDUCATIONAL, RELIGIOUS, AND CHARITABLE ORGANIZATIONS SHOWING TRUE NEED.",no,N/A
206073071,LETTERS AND QUESTIONNAIRES,DAVID WITZ,NONE,NONE,no,N/A
363847506,NO FORMS REQUIRED. LETTERS FROM APPLICANTS STATING NEEDS AND QUALIFICATIONS ARE ACCEPTABLE.,JAMEY HANSEN,NONE,"SCHOLARSHIPS ARE LIMITED TO GRADUATES OF HIGH SCHOOLS LOCATED IN THE NEBRASKA COUNTIES OF DUNDY, CHASE, HITCHCOCK, HAYES, RED WILLOW AND FRONTIER. COMMUITY DEVELOPMENT PROJECTS ARE LIMITED TO PROJECTS BENEFITING NEBRASKA COUNTIES OF DUNDY AND HITCHCOCK.",no,N/A
510214040,WRITTEN APPLICATION BY STUDENT (NO FORM),TRUSTEE MORRIS FINGERSH SCHOLARSHI,JUNE 1,LIMITED TO STUDENTS AT HYMAN BRAND HEBREW ACADEMY,no,N/A
273600590,GRANT APPLICATIONS ARE AVAILABLE THROUGH THE FOUNDATION'S WEBSITE AT WWW.BRISSMANFOUNDATION.ORG,GRANTVIRGINIA BRISSMAN FOUNDATION,APRIL 15TH - SPRING CYCLE AND OCTOBER 15TH - FALL CYCLE,"NONPROFIT ORGANIZATIONS LOCATED WITHIN AND SERVING RESIDENTS OF THE VILLAGE OF MILAN, ILLINOIS, ARE ELIGIBLE TO APPLY. ORGANIZATIONS LOCATED OUTSIDE OF MILAN MAY BE CONSIDERED IF THEY PROVIDE SIGNIFICANT SERVICES BENEFITING THE VILLAGE OF MILAN AND ITS RESIDENTS.",no,N/A
263946647,WRITTEN,JIMMY NASSOUR,NONE,NO,no,N/A
411798367,REQUESTS FOR CONTRIBUTIONS SHOULD CONTAIN A BRIEF DESCRIPTION OF THE APPLICANT AND PROPOSED USE OF THE FUNDS.,THE LUTHER FAMILY FOUNDATION,N/A,N/A,no,N/A
582514465,WRITTEN REQUEST TO LINDA FEARS AT THE ADDRESS ABOVE.,LINDA FEARS,NO DEADLINES,MUST BE TO A 501(C)(3) ORGANIZATION,no,N/A
262138284,IN WRITTING,NICHOLAS JOHNSON,MARCH 31,NONE,no,N/A
060946153,A DETAILED DESCRIPTION OF PROPOSED PROJECT IN HOLOCAUST EDUCATION OR COMMEMORATION ON APPROPRIATE LETTERHEAD,ROMANA PRIMUS,NONE,"HOLOCAUST COMMEMORATION, EDUCATION AND SCHOLARSHIP",no,N/A
726023237,"APPLICATIONS FOR SCHOLARSHIPS SHOULD BE BY LETTER AND SHOULD INDICATE APPLICANT'S NAME, ADDRESS, AGE, HIGH SCHOOL AND/OR COLLEGE GRADES, ACT SCORES, MAJOR FIELDS OF STUDY, PLUS THE COLLEGE HE/SHE PLANS TO ATTEND. APPLICATIONS FOR CHARITABLE ORGANIZATIONS, INDICATE HOW ORGANIZATION INTENDS TO SPEND PROCEEDS.",JPMORGAN CHASE BANK NA,NONE,CHARITABLE ORGANIZATIONS - 501(C)(3) ORGANIZATION SCHOLARSHIP - ATTENDANCE AT ACCREDITED COLLEGE OR UNIVERSITY.,no,N/A
222580957,NONE,GARY DIGREGORIO,NONE,"RECIPIENTS WILL BE STUDENTS RESIDING IN THE TOWNS OF SOUTHBRIDGE, STURBRIDGE, WEBSTER AND DUDLEY, MA.",no,N/A
042767890,LETTER DESCRIBING ORGANIZATION AND PROPOSED USE OF FUNDS REQUESTED.,NUTTER MCCLENNEN FISH LLP,NONE,NONE,no,N/A
822709873,N/A,ARTHUR TANIGUCHI,N/A,N/A,no,N/A
716049791,ONE PAGE LETTER REQUEST SETTING FORTH PURPOSE OF FUNDS AND PERTINENT INFORMATION.,ROBERT C NOLAN,NONE,NONE,no,N/A
261392600,A COPY OF THE ACTUAL APPLICATION STUDENTS ARE REQUIRED TO COMPLETE IS ATTACHED TO THIS FORM 990-PF.,PREA SCHOLARSHIP TRUST FUND,"MAY 26, 2022",MUST CURRENTLY BE A HIGH SCHOOL SENIOR AND BE ABLE TO FURNISH NECESSARY APTITUDE TEST SCORES AND FINANCIAL NEED INFORMATION. APPLICANT MUST BE A SON OR DAUGHTER OF MEMBERS AND EMPLOYEES OF ELECTRIC COOPERATIVES IN PENNSYLVANIA AND NEW JERSEY WHO BELONG TO THE PENNSYLVANIA RURAL ELECTRIC ASSOCIATION AND MEET ALL OF THE SCHOLARSHIP TRUST'S ELIGIBILITY REQUIREMENTS.,no,N/A
223736451,IN WRITING ON ORGANIZATION'S LETTERHEAD,SUSAN H WEST,NONE,NONE,no,N/A
646024940,CONTACT PHIL HARDIN FOUNDATION-LLOYD GRAY,PHIL HARDIN FOUNDATION-LLOYD GRAY,CONTACT PHIL HARDIN FOUNDATION-LLOYD GRAY,CONTACT PHIL HARDIN FOUNDATION-LLOYD GRAY,no,N/A
931282271,"Letter requesting donation must provide information regarding amount needed, use of funds, purpose of organization to whom funds will be given and charitable status of donee organization.",Mark Harris,30 days prior to the date donation is needed by the donee,None,no,N/A
770266946,THE FOUNDATION MAKES CONTRIBUTIONS TO PRESELECTED QUALIFIED CHARITABLE ORGANIZATIONS.,JAMES KIM,NONE,NONE,no,N/A
852942632,WRITTEN WITH PURPOSE OF CONTRIBUTION,E MACEY RUSSELL,NONE,NONE,no,N/A
990090807,TRUSTEE SPONSORSHIP IS REQUIRED IN ORDER TO APPLY FOR A GRANT. PROPOSALS THAT DON'T HAVE A TRUSTEE SPONSOR WILL BE DECLINED. SPONSORSHIP GENERALLY INCLUDES TRUSTEE INVOLVEMENT WITH THE CHARITY OR THE PROGRAM.,CAROL TOM,MARCH IST.,GRANTS ARE MADE TO HAWAII 501(C)(3) CHARITIES ONLY. GRANTS ARE PREDOMINANTLY FOR CAPITAL NEEDS AND OF A MAJOR NATURE. GRANTS ARE PRIMARILY YOUTH ORIENTED.,no,N/A
760426664,FORMAL LETTER ADDRESSED TO BOARD AND SENT VIA US MAIL,KYLE HENDRICKSON,NONE,RESTRICTIONS AND/OR LIMITATIONS AT THE DISCRETION OF THE FOUNDATION.,no,N/A
391502330,"TO FACILITATE FAIR AND EQUITABLE CONSIDERATION OF PROPOSALS, A SIMPLE APPLICATION FORM IS USED BY THE FOUNDATION AND APPLICANTS ARE ASKED TO USE THIS FORM FOR THEIR PROPOSALS. A COPY OF EACH APPLICANT'S IRS LETTER OF DETERMINATION SHOULD ACCOMPANY THE APPLICATION. GRANT APPLICATIONS ARE EXPECTED TO INCLUDE INFORMATION IN THEIR REQUESTS HAVING TO DO WITH PROGRAM OBJECTIVES, IMPACT ON THE COMMUNITY, AND ALTERNATIVE SOURCES OF FUNDING.",BRAD BIDDICK,NO SUBMISSION DEADLINES,"THE ELMER G BIDDICK CHARITABLE FOUNDATION, INC. WELCOMES GRANT APPLICATIONS FROM ORGANIZATIONS SERVING IOWA AND GRANT COUNTIES OF WISCONSIN. ALL PROPOSALS THAT MAY CONTRIBUTE SIGNIFICANTLY TO THE WELFARE OF THE PEOPLE OF THE COMMUNITIES IN THESE COUNTIES WILL BE GIVEN CAREFUL CONSIDERATION. SEE WEBSITE FOR MORE DETAILS OF THE BASIC GRANT POLICY",no,N/A
844732203,LETTER REQUEST,RICHARD M CHRISTINA COCEK ANDERSON,NONE,NONE,no,N/A
166076528,IN WRITING,PHILIP D D'ANGELO,NONE,"GRADUATES OF SKANEATELES CENTRAL SCHOOL; BASED ON ACADEMIC STANDING, CHARACTER, ABILITY, AND NEED",no,N/A
133314966,LETTER FORM; DESCRIPTION OF ORGANIZATION AND ACTIVITIES,THE WOODS FDN - CO BESSEMER TR CO N,NONE,ONLY REQUESTS FROM ORGANIZED CHARITIES OR GOVT. ENTITIES CONSIDERED.,no,N/A
271215110,BY TELEPHONE AND/OR CORRESPONDENCE STATING DETAIL RELATING TO REQUEST,RB FLOWERS,NONE,NONE,no,N/A
382785121,REFER TO: LLPFOUNDATIONS.ORG,L L EDUCATIONAL FOUNDATION,REFER TO: LLPFOUNDATIONS.ORG,REFER TO: LLPFOUNDATIONS.ORG,no,N/A
233092389,N/A,TACIE FOX,,,no,N/A
766060508,SEE FOOTNOTE,PNC Bank Charitable Trust Grant Com,SEE FOOTNOTE,SEE FOOTNOTE,no,N/A
546047108,BY LETTER,MR HARRY R THALHIMER,NONE,MUST BE A PUBLICLY SUPPORTED TAX EXEMPT CHARITABLE ORGANIZATION,no,N/A
954508642,None specific,The Selders Foundation,No deadline,"No restrictions; however, programs with proven outcomes for children are favored.",no,N/A
814217155,IN CLEAR AND CONCISE MANNER.,YET-PING PAI,BEFORE END OF TAX YEAR.,NON PROFIT PURPOSE.,no,N/A
520950506,SEE FOOTNOTE,PNC Bank Charitable Grant Committee,SEE FOOTNOTE,SEE FOOTNOTE,no,N/A
421461940,Letter explaining reasons and need for donations,Margaret Agnew,None,None,no,N/A
208396657,"Applications for grants to the organization must be in writing through 501(c)(3) organizations and public charities. Grants are only distributed to public charities, not to individuals.",TOBY SIEGEL,NONE,"The organization seeks to provide grants to support 501(c)(3) public charity-grants to museums, cultural organizations, schools and medical institutions. The awards are made to organizations such as museums, cultural organizations, schools and medical institutions and other 501(c)(3) organizations regardless of geographic area within the United States of America.",no,N/A
822159202,"A complete application must be electronically submitted to a third party company via the website www.fluidreview.com and include two letters of recommendation, an official transcript, a parental release form if applicants are under the age of 18, a resume, two essays, and an individual photo.",mary burns,A complete application must be submitted by 5:00 p.m. CST on March 1 preceding the Fall semester for,"Eligibility for the scholarship awards are limited to children of eligible employees for CSW Industrials. An employee of CSW is considered to be an eligible employee if he or she is an active, full-time, non-union employee who has been employed by CSWI or any affiliate for at least one year. Eligible children include any child who is related to an eligible employee such as a son, daughter, stepchild, or foster child; and who has lived with an eligible employee for at least half of the year.",no,N/A
250967471,"CNS Application, Documentation of true and honest need for financial aid",CNS Health Education Foundation Sch,Annual,"2 year residency - City of Greensburg, Boroughs of S Greensburg, SW Greensburg,",no,N/A
680061291,NA,NICOLE FLORA,NA,NA,no,N/A
263855291,WRITTEN REQUESTS,JULIOUS P SMITH JR,NONE,NONE,no,N/A
871331825,"APPLICATIONS SHOULD BE SUMITTED IN WRITING BY COMPLETING THE FUNDING REQUEST APPLICATION FORM, WHICH REQUIRES IN DETAIL THE APPLICANT'S ORGANIZATION INFORMATION, PURPOSE, COMMUNITY BENEFIT, EXPLANATION OF NEEDS, AND OTHER.",REAGAN TYLER,NO SUBMISSION DEADLINES; SUBMIT ANYTIME DURING THE YEAR.,NO RESTRICTIONS OR LIMITATIONS.,no,N/A
646027443,IN WRITING,MATT HOLLEMAN,NONE,"4-YEAR COLLEGES AND GRADUATE SCHOOLS LOCATED IN THE STATE OF MISSISSIPPI, AND OTHER CHARITIES.",no,N/A
636043845,GRANT PROPOSALS,CAROLYN EICHOLD,"ACCEPTED OCTOBER 1 THROUGH OCTOBER 15, DECISIONS MADE AT BOARD MEETING IN JANUARY.","AWARDS MUST BE RELATED TO DIABETIC RESEARCH, EDUCATION OR SERVICES IN ALABAMA",no,N/A
201750187,LETTER OF SOLICITATION ON ORGANIZATION STATIONERY DESCRIBING THE NATURE OR PURPOSE.,JEFFREY MANDELBAUM,N/A,N/A,no,N/A
847104339,"EDUCATORS APPLYING FOR THE SCHOLARSHIP MUST COMPLETE A DETAILED APPLICATION FORM WHICH REQUIRES FINANCIAL INFORMATION TO DEMONSTRATE FINANCIAL NEED, CURRENT EMPLOYMENT, EDUCATIONAL TRAINING AND DEGREES EARNED, REASON(S) FOR APPLYING, NEED FOR ADDITIONAL COURSE WORK TO MAINTAIN CERTIFICATION OR TO OBTAIN A MASTER'S DEGREE, ANY EXTENUATING FINANCIAL CIRCUMSTANCES, COURSES TO BE TAKEN AND HOW SUCH COURSES WILL BENEFIT THE EDUCATOR, HIS OR HER STUDENTS, AND THE LOCAL EDUCATIONAL SYSTEM, AND PLANS FOR FURTHER EDUCATION AND EDUCATIONAL EMPLOYMENT.",BANK OF CHARLES TOWN TRUSTEE,APPLICATIONS ARE ACCEPTED FROM JANUARY 1 TO MARCH 1 OF EACH YEAR. RECIPIENTS ARE NAMED ON APRIL 1 OR,"EACH APPLICANT MUST BE AN EDUCATOR IN BERKELEY COUNTY OR JEFFERSON COUNTY, WEST VIRGINIA, WITH FINANCIAL NEED. FUNDS MAY BE AWARDED FOR TUITION, FEES, AND BOOKS RELATING TO THE RECEIPT OF NO MORE THAN 12 GRADUATE CREDIT HOURS IN ONE FISCAL YEAR. RECIPIENTS MUST MAINTAIN A MINIMUM GRADE OF ""C- OR GRADE POINT EQUIVALENT IN EACH COURSE. THE NEED TO MAINTAIN CERTIFICATION AS AN EDUCATION IS GIVEN HIGHER PRIORITY THAN THE QUEST FOR A MASTER'S DEGREE.",no,N/A
364157221,APPLICATIONS SHOULD BE IN WRITING,JEFFRY A LEWIS,NONE,NONE,no,N/A
261622354,APPLICATIONS SHOULD BE IN WRITING. INCLUDE ALL PERTINENT INFORMATION.,HURCKMAN FAMILY FOUNDATION INC,NONE,NONE,no,N/A
223121072,LETTER,ROBERT HALPER,N/A,N/A,no,N/A
844923138,"In addition to the scholarship application an offical high school or university transcript or grade report, and official copy of Free Application for Federal Student Aid (FAFSA), and a recent photograph of the applicant must accompany the application.",John Vucichevich,June 10th,Restricted to full time students with minimum grade point averages.,no,N/A
880167878,EARL WATSON SCHOOLARSHIP FOUNDATION SCHOLARSHIP APPLICATION FORM,EARL WOOSTER HIGH SCHOOL SCHOLARSHI,DEADLINE FOR SUBMISSION IS FEBRUARY 28TH,STUDENTS MUST HAVE A MINIMUM 2.5 GPA AND GRADUATE FROM EARL WOOSTER HIGH SCHOOL. THEY MUST MAINTAIN A 2.5 GPA IN COLLEGE AND TAKE AT LEAST 12 CREDITS PER SEMESTER TO MAINTAIN THEIR SCHOLARSHIP,no,N/A
873608116,"WRITTEN REQUESTS, NO SPECIAL FORM",LYNN ROSENTHAL,NONE,NONE,no,N/A
581788548,SUBMIT A LETTER OF REQUEST INCLUDING A DETAIL PROJECT BUDGET.,LUCILLE S THOMPSON FAMILY FOUNDATIO,NONE,FUNDING NOT AVAILABLE FOR DEFICIT OPERATING BUDGETS OR ENDOWMENTS. LIMITED AVAILABILE FUNDS FOR CAPITAL PROJECTS.,no,N/A
066113079,A STUDENT AID REPORT (RECEIVED AFTER FILING THE FAFSA FORM) MUST BE ATTACHED TO A SCHOLARSHIP APPLICATION FORM AVAILABLE FROM THE SHEPAUG VALLEY REGIONAL HIGH SCHOOL GUIDANCE OFFICE.,SHEPAUG VALLEY REGIONAL HIGH SCHOOL,FAFSA FORMS MUST BE FILED BY 3/15. THE APPLICATION AND A COPY OF THE FEDERAL STUDENT AID FORM BY 4/1,"MUST BE A GRADUATE OF SHEPAUG VALLEY HIGH SCHOOL AND A RESIDENT OF WASHINGTON, CT. APPLICATIONS FOR SCHOLARSHIP ASSISTANCE MUST BE FILED ANNUALLY AND FUNDING IS LIMITED TO 4 ACADEMIC YEARS.",no,N/A
273865176,EMAIL OR LETTER,SUZANNE LEYDECKER,NONE,NONE,no,N/A
203895259,"Written application along with high school transcripts, a personal statement,letters of recommendation and parents' tax return are to be m",GARY MCLEOD,Submission deadlines vary each year - around end of March,"1) First preference given to graduates of Cashmere High School. If no Cashmere H.S. students available, then scholarships may be awarded to students from any high school in Chelan County.2) Applicants shall not receive other scholarships or grants in excess of $5,000 for current school year.3) Only students who maintain at least a ""C"" average in the institute of higher learning shall be eligible for further distributions.4) Students must be enrolled in an accredited institution of higher learning or a business vocational or trade school within the State of Washington.",no,N/A
060969577,N/A,NICKY VISCONTI,,,no,N/A
260745467,WRITTEN REQUEST,GAYLE BERG,N/A,N/A,no,N/A
364100891,LETTER REQUEST,JAMES D SCHLENKER,NONE,NONE,no,N/A
146090923,COMMITTEE SELECTS CANDIDATES,ALBANY HIGH SCHOOL ATTN PRINCIPA,NONE,"CANDIDATE IS A GRADUATE OF ALBANY HIGH SCHOOL OF ALBANY, NEW YORK BASED UPON ACADEMIC EXCELLENCE, CHARACTER AND FINANCIAL NEED.",no,N/A
453276790,"A LETTER WITH NAME, ADDRESS, PHONE NUMBER, WHY THEY NEED A DONATION INCLUDING GENERAL INFORMATION ABOUT THEIR MEDICAL CONDITION AND EXPENSES.",ROBERT J KARTHOLL,N/A,"NEEDY PERSONS IN AND AROUND DUPAGE COUNTY, IL AFFLICTED WITH A MEDICAL CONDITION INCLUDING CANCER.",no,N/A
274632731,N/A,TAEYOUNG CHOI,,,no,N/A
636020944,STANDARD APPLICATION REQUIRES EDUCATIONAL EXPENSES AND MOST RECENT TRANSCRIPTS OF GRADES.,DAVID R DUNLAP JR MEMORIAL TRUST,APPLICATION MUST BE SUBMITTED BY JULY.,"LOANS AND GRANTS ARE FOR EDUCATIONAL PURPOSES ONLY AND ARE AVAILABLE TO EMPLOYEES OF EPIC ALABAMA SHIPYARD, REGIONS BANK AND THE GENERAL PUBLIC. APPLICANTS MUST BE RESIDENTS OF MOBILE COUNTY OR BALDWIN COUNTY.",no,N/A
431173378,N/A,SUSAN NEWBURGER,,,no,N/A
470706299,Application Forms Provided Upon req,NWU THETA CHI SCHOLARSHIP FUND,First week of fall semester,NWU Student Theta Chi Member,no,N/A
311603440,"COVER LETTER, PROPOSAL NARRATIVE, ATTACHMENTS.",BANK OF AMERICA ATT CHRISTINE O'D,MARCH 1ST & SEPTEMBER 1ST,"FOR ORGANIZATIONS THAT SEEK TO ADDRESS CHILDRENS EDUCATION, HEALTH AND SAFETY NEEDS.",no,N/A
396060552,"A WRITTEN LETTER GIVING DETAILS OF THE APPLICANT, ITS PURPOSE, ITS INTENDED USE OF ANY GRANT, EVIDENCE THAT SHOWS THE APPLICANT IS QUALIFIED UNDER SECTION 170(C) OF THE INTERNAL REVENUE CODE.",GRANTS COMMITTEE,"NONE, THE GRANTS COMMITTEE OF THIS PRIVATE FOUNDATION MEETS PERIODICALLY.","THIS PRIVATE FOUNDATION'S GRANTS ARE MADE TO PUBLIC SUPPORTED 170(C)INTERNAL REVENUE CODE QUALIFIED ORGANIZATIONS; PRIMARILY IN WISCONSIN. NO GRANTS TO INDIVIDUALS OR ORGANIZATIONS THAT REQUIRE ""EXPENDITURE RESPONSIBILITY UNDER TREASURY REGULATIONS"".",no,N/A
824154533,https://form.jotform.com/222366395811156,PONY BARNES FOUNDATION,OCTOBER 31,"A nonprofit in good standing,Based in CaliforniaAn established camp of 3+ yearsAligned with organizational values",no,N/A
436049741,"COMPLETED APPLICATION AND SUPPORTING DOCUMENTS SUCH AS LETTERS, BILLS, STATEMENTS, OR PRICE QUOTES THAT WILL AID THE COMMITTEE IN PROCESSING THE APPLICANTS REQUEST",MISSOURI COUNCIL OF THE BLIND,NONE NOTED. APPLICATIONS ARE PROCESSED ON A CASE BY CASE BASIS.,AWARDS MUST BE USED FOR THE STATED PURPOSE IN THE APPLICATION.,no,N/A
262505029,"COMPLETE APPLICATION, AVAILABLE ON WEBSITE, AND ALL REQUIRED ATTACHMENTS",SONYA SCHROEDER,JULY 31ST,"THE PURPOSE AND ACTIVITIES OF THE FOUNDATION ARE TO SEEK OUT AND PROVIDE FUNDING TO CHARITABLE AND GOVERNMENTAL ORGANIZATIONS THAT PROVIDE SERVICES TO ENCOURAGE AND STRENGTHEN THE FAMILY UNIT AS WELL AS PROVIDE CARE AND PROTECTION FOR DOMESTIC ANIMALS AND INDIGENOUS WILDLIFE. THE TYPES OF ORGANIZATIONS THAT MEET THE PURPOSE OF THE FOUNDATION INCLUDE BUT ARE NOT LIMITED TO THOSE THAT PROVIDE EDUCATIONAL OPPORTUNITIES, MEET EMERGENCY NEEDS, PROMOTE CHARACTER DEVELOPMENT AND SELF RELIANCE, PROVIDE MEDICAL ASSISTANCE TO THOSE WITHOUT SUFFICIENT RESOURCES; AND ORGANIZATIONS THAT PROVIDE FOR THE PROTECTION OF ANIMALS IN THEIR COMMUNITY. CONSIDERATION IS GIVEN TO ORGANIZATIONS PRIMARILY IN SANTA BARBARA COUNTY WITH AN EMPHASIS TO ORGANIZATIONS IN THE NORTH SANTA BARBARA COUNTY REGION WITH THE FOLLOWING CHARITABLE PURPOSES: EDUCATIONAL OPPORTUNITIES, SUPPORT TO ABUSED WOMEN AND CHILDREN/VIOLENCE PREVENTION, HEALTH CARE SERVICES, CRITICAL NEEDS AND ANIMAL PROTECTION AND WELFARE.",no,N/A
273506203,Requests must be from 501(c)3 charities registered in Massachusetts. Send your submission by mail only. Personal visits will be rejected.,J Peter Noonan Sr,June 30 of the year in question,Grant restrictions are determined by the by-laws of the Foundation.,no,N/A
